instant,data,season,ano,mes,hora,feriado,dia_semana,dia_util,clima,temperatura_normalizada,sensacao_termica_normalizada,umidade_normalizada,vento_normalizado,usuarios_casuais,usuarios_registrados,total_locacoes,periodo_dia,nivel_demanda,descricao_clima,descricao_estacao
161,2011-01-07,1,0,1,23,False,5,True,2,0.18,0.197,0.51,0.1642,1,14,15,NOITE,BAIXA,NEVOA_NUBLADO,PRIMAVERA
162,2011-01-08,1,0,1,0,False,6,False,2,0.18,0.197,0.51,0.1642,1,24,25,MADRUGADA,BAIXA,NEVOA_NUBLADO,PRIMAVERA
163,2011-01-08,1,0,1,1,False,6,False,2,0.18,0.2121,0.55,0.0896,1,15,16,MADRUGADA,BAIXA,NEVOA_NUBLADO,PRIMAVERA
164,2011-01-08,1,0,1,2,False,6,False,2,0.18,0.2424,0.55,0.0,3,13,16,MADRUGADA,BAIXA,NEVOA_NUBLADO,PRIMAVERA
165,2011-01-08,1,0,1,3,False,6,False,3,0.18,0.197,0.55,0.1642,0,7,7,MADRUGADA,BAIXA,CHUVA_NEVE_LEVE,PRIMAVERA
166,2011-01-08,1,0,1,4,False,6,False,3,0.18,0.197,0.55,0.1642,0,1,1,MADRUGADA,BAIXA,CHUVA_NEVE_LEVE,PRIMAVERA
167,2011-01-08,1,0,1,5,False,6,False,2,0.16,0.1667,0.74,0.1642,0,5,5,MADRUGADA,BAIXA,NEVOA_NUBLADO,PRIMAVERA
168,2011-01-08,1,0,1,6,False,6,False,2,0.16,0.1667,0.74,0.1642,0,2,2,MANHA,BAIXA,NEVOA_NUBLADO,PRIMAVERA
169,2011-01-08,1,0,1,7,False,6,False,2,0.16,0.1818,0.74,0.1045,1,8,9,MANHA,BAIXA,NEVOA_NUBLADO,PRIMAVERA
170,2011-01-08,1,0,1,8,False,6,False,3,0.16,0.1818,0.93,0.1045,0,15,15,MANHA,BAIXA,CHUVA_NEVE_LEVE,PRIMAVERA
171,2011-01-08,1,0,1,9,False,6,False,3,0.16,0.1818,0.93,0.1045,0,20,20,MANHA,BAIXA,CHUVA_NEVE_LEVE,PRIMAVERA
172,2011-01-08,1,0,1,10,False,6,False,2,0.18,0.197,0.8,0.1642,5,56,61,MANHA,BAIXA,NEVOA_NUBLADO,PRIMAVERA
173,2011-01-08,1,0,1,11,False,6,False,2,0.2,0.1818,0.69,0.3881,2,60,62,MANHA,BAIXA,NEVOA_NUBLADO,PRIMAVERA
174,2011-01-08,1,0,1,12,False,6,False,2,0.2,0.1818,0.59,0.3582,8,90,98,TARDE,MEDIA,NEVOA_NUBLADO,PRIMAVERA
175,2011-01-08,1,0,1,13,False,6,False,1,0.2,0.1818,0.44,0.3284,7,95,102,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
176,2011-01-08,1,0,1,14,False,6,False,1,0.2,0.1667,0.32,0.4925,12,83,95,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
177,2011-01-08,1,0,1,15,False,6,False,1,0.2,0.1667,0.32,0.4478,5,69,74,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
178,2011-01-08,1,0,1,16,False,6,False,1,0.18,0.1364,0.29,0.4478,8,68,76,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
179,2011-01-08,1,0,1,17,False,6,False,1,0.16,0.1212,0.37,0.5522,5,64,69,TARDE,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
180,2011-01-08,1,0,1,18,False,6,False,1,0.14,0.1212,0.39,0.2985,3,52,55,NOITE,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
181,2011-01-08,1,0,1,19,False,6,False,1,0.14,0.1212,0.36,0.2537,4,26,30,NOITE,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
182,2011-01-08,1,0,1,20,False,6,False,1,0.12,0.1212,0.36,0.2537,0,28,28,NOITE,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
183,2011-01-08,1,0,1,21,False,6,False,1,0.12,0.1061,0.39,0.3582,2,35,37,NOITE,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
184,2011-01-08,1,0,1,22,False,6,False,1,0.12,0.1061,0.36,0.3881,1,33,34,NOITE,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
185,2011-01-08,1,0,1,23,False,6,False,1,0.1,0.0606,0.39,0.4478,0,22,22,NOITE,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
186,2011-01-09,1,0,1,0,False,0,False,1,0.1,0.0758,0.42,0.3881,1,24,25,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
187,2011-01-09,1,0,1,1,False,0,False,1,0.1,0.0606,0.42,0.4627,0,12,12,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
188,2011-01-09,1,0,1,2,False,0,False,1,0.1,0.0606,0.46,0.4627,0,11,11,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
189,2011-01-09,1,0,1,3,False,0,False,1,0.1,0.0758,0.46,0.4179,0,4,4,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
190,2011-01-09,1,0,1,4,False,0,False,1,0.08,0.0909,0.53,0.194,0,1,1,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
191,2011-01-09,1,0,1,5,False,0,False,1,0.08,0.0909,0.53,0.194,0,1,1,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
192,2011-01-09,1,0,1,6,False,0,False,1,0.1,0.0909,0.49,0.2836,0,1,1,MANHA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
193,2011-01-09,1,0,1,7,False,0,False,1,0.08,0.0909,0.53,0.194,1,5,6,MANHA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
194,2011-01-09,1,0,1,8,False,0,False,1,0.1,0.0909,0.49,0.2836,0,10,10,MANHA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
195,2011-01-09,1,0,1,9,False,0,False,1,0.12,0.0758,0.46,0.5224,0,19,19,MANHA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
196,2011-01-09,1,0,1,10,False,0,False,1,0.14,0.1061,0.43,0.3881,0,49,49,MANHA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
197,2011-01-09,1,0,1,11,False,0,False,1,0.16,0.1212,0.4,0.5224,2,47,49,MANHA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
198,2011-01-09,1,0,1,12,False,0,False,1,0.18,0.1364,0.37,0.4478,4,79,83,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
199,2011-01-09,1,0,1,13,False,0,False,1,0.2,0.1667,0.34,0.4478,6,69,75,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
200,2011-01-09,1,0,1,14,False,0,False,1,0.22,0.1818,0.32,0.4627,8,64,72,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
201,2011-01-09,1,0,1,15,False,0,False,1,0.22,0.197,0.35,0.3582,5,77,82,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
202,2011-01-09,1,0,1,16,False,0,False,1,0.2,0.1667,0.34,0.4478,13,79,92,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
203,2011-01-09,1,0,1,17,False,0,False,1,0.18,0.1515,0.37,0.3881,3,59,62,TARDE,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
204,2011-01-09,1,0,1,18,False,0,False,1,0.16,0.1364,0.4,0.3284,4,44,48,NOITE,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
205,2011-01-09,1,0,1,19,False,0,False,1,0.16,0.1364,0.43,0.3284,1,40,41,NOITE,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
206,2011-01-09,1,0,1,20,False,0,False,1,0.14,0.1212,0.46,0.2537,0,38,38,NOITE,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
207,2011-01-09,1,0,1,21,False,0,False,1,0.14,0.1061,0.46,0.4179,1,19,20,NOITE,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
208,2011-01-09,1,0,1,22,False,0,False,1,0.14,0.1212,0.46,0.2985,5,10,15,NOITE,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
209,2011-01-09,1,0,1,23,False,0,False,1,0.12,0.1364,0.5,0.194,0,6,6,NOITE,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
210,2011-01-10,1,0,1,0,False,1,True,1,0.12,0.1212,0.5,0.2836,2,3,5,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
211,2011-01-10,1,0,1,1,False,1,True,1,0.12,0.1212,0.5,0.2836,1,0,1,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
212,2011-01-10,1,0,1,2,False,1,True,1,0.12,0.1212,0.5,0.2239,0,3,3,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
213,2011-01-10,1,0,1,3,False,1,True,1,0.12,0.1212,0.5,0.2239,0,1,1,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
214,2011-01-10,1,0,1,4,False,1,True,1,0.1,0.1212,0.54,0.1343,1,2,3,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
215,2011-01-10,1,0,1,5,False,1,True,1,0.1,0.1061,0.54,0.2537,0,3,3,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
216,2011-01-10,1,0,1,6,False,1,True,1,0.12,0.1212,0.5,0.2836,0,31,31,MANHA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
217,2011-01-10,1,0,1,7,False,1,True,1,0.12,0.1212,0.5,0.2239,2,75,77,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
218,2011-01-10,1,0,1,8,False,1,True,2,0.12,0.1212,0.5,0.2836,4,184,188,MANHA,MEDIA,NEVOA_NUBLADO,PRIMAVERA
219,2011-01-10,1,0,1,9,False,1,True,2,0.14,0.1212,0.5,0.2537,2,92,94,MANHA,MEDIA,NEVOA_NUBLADO,PRIMAVERA
220,2011-01-10,1,0,1,10,False,1,True,2,0.14,0.1212,0.5,0.2985,0,31,31,MANHA,BAIXA,NEVOA_NUBLADO,PRIMAVERA
221,2011-01-10,1,0,1,11,False,1,True,2,0.16,0.1364,0.47,0.2836,2,28,30,MANHA,BAIXA,NEVOA_NUBLADO,PRIMAVERA
222,2011-01-10,1,0,1,12,False,1,True,2,0.2,0.1818,0.4,0.2836,5,47,52,TARDE,BAIXA,NEVOA_NUBLADO,PRIMAVERA
223,2011-01-10,1,0,1,13,False,1,True,2,0.2,0.1818,0.4,0.2836,4,50,54,TARDE,BAIXA,NEVOA_NUBLADO,PRIMAVERA
224,2011-01-10,1,0,1,14,False,1,True,2,0.2,0.197,0.4,0.2239,0,47,47,TARDE,BAIXA,NEVOA_NUBLADO,PRIMAVERA
225,2011-01-10,1,0,1,15,False,1,True,2,0.2,0.197,0.4,0.2239,2,43,45,TARDE,BAIXA,NEVOA_NUBLADO,PRIMAVERA
226,2011-01-10,1,0,1,16,False,1,True,1,0.2,0.2121,0.4,0.1343,4,70,74,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
227,2011-01-10,1,0,1,17,False,1,True,1,0.2,0.2273,0.4,0.1045,4,174,178,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
228,2011-01-10,1,0,1,18,False,1,True,1,0.2,0.197,0.4,0.2239,1,154,155,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
229,2011-01-10,1,0,1,19,False,1,True,1,0.16,0.1667,0.47,0.1642,3,92,95,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
230,2011-01-10,1,0,1,20,False,1,True,1,0.16,0.1667,0.5,0.1642,1,73,74,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
231,2011-01-10,1,0,1,21,False,1,True,1,0.14,0.1364,0.59,0.194,1,37,38,NOITE,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
232,2011-01-10,1,0,1,22,False,1,True,1,0.14,0.1515,0.59,0.1642,2,22,24,NOITE,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
233,2011-01-10,1,0,1,23,False,1,True,1,0.14,0.1515,0.59,0.1642,0,18,18,NOITE,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
234,2011-01-11,1,0,1,0,False,2,True,1,0.14,0.1667,0.59,0.1045,2,10,12,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
235,2011-01-11,1,0,1,1,False,2,True,1,0.14,0.1515,0.59,0.1642,0,3,3,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
236,2011-01-11,1,0,1,2,False,2,True,2,0.16,0.1515,0.55,0.194,0,3,3,MADRUGADA,BAIXA,NEVOA_NUBLADO,PRIMAVERA
237,2011-01-11,1,0,1,5,False,2,True,2,0.16,0.1818,0.55,0.1343,0,6,6,MADRUGADA,BAIXA,NEVOA_NUBLADO,PRIMAVERA
238,2011-01-11,1,0,1,6,False,2,True,2,0.16,0.1818,0.55,0.1343,0,27,27,MANHA,BAIXA,NEVOA_NUBLADO,PRIMAVERA
239,2011-01-11,1,0,1,7,False,2,True,2,0.16,0.2273,0.55,0.0,2,97,99,MANHA,MEDIA,NEVOA_NUBLADO,PRIMAVERA
240,2011-01-11,1,0,1,8,False,2,True,2,0.18,0.2121,0.51,0.0896,3,214,217,MANHA,MEDIA,NEVOA_NUBLADO,PRIMAVERA
241,2011-01-11,1,0,1,9,False,2,True,2,0.18,0.197,0.51,0.1642,3,127,130,MANHA,MEDIA,NEVOA_NUBLADO,PRIMAVERA
242,2011-01-11,1,0,1,10,False,2,True,2,0.2,0.2121,0.51,0.1642,3,51,54,MANHA,BAIXA,NEVOA_NUBLADO,PRIMAVERA
243,2011-01-11,1,0,1,11,False,2,True,2,0.2,0.2121,0.47,0.1343,4,31,35,MANHA,BAIXA,NEVOA_NUBLADO,PRIMAVERA
244,2011-01-11,1,0,1,12,False,2,True,2,0.2,0.2273,0.51,0.1045,2,55,57,TARDE,BAIXA,NEVOA_NUBLADO,PRIMAVERA
245,2011-01-11,1,0,1,13,False,2,True,2,0.2,0.2273,0.59,0.0896,6,46,52,TARDE,BAIXA,NEVOA_NUBLADO,PRIMAVERA
246,2011-01-11,1,0,1,14,False,2,True,2,0.2,0.2273,0.59,0.0896,3,60,63,TARDE,BAIXA,NEVOA_NUBLADO,PRIMAVERA
247,2011-01-11,1,0,1,15,False,2,True,2,0.16,0.197,0.8,0.0896,2,45,47,TARDE,BAIXA,NEVOA_NUBLADO,PRIMAVERA
248,2011-01-11,1,0,1,16,False,2,True,2,0.16,0.1515,0.86,0.2239,4,72,76,TARDE,MEDIA,NEVOA_NUBLADO,PRIMAVERA
249,2011-01-11,1,0,1,17,False,2,True,2,0.16,0.1515,0.86,0.2239,6,130,136,TARDE,MEDIA,NEVOA_NUBLADO,PRIMAVERA
250,2011-01-11,1,0,1,18,False,2,True,3,0.16,0.1818,0.93,0.1045,1,94,95,NOITE,MEDIA,CHUVA_NEVE_LEVE,PRIMAVERA
251,2011-01-11,1,0,1,19,False,2,True,3,0.16,0.2273,0.93,0.0,0,51,51,NOITE,BAIXA,CHUVA_NEVE_LEVE,PRIMAVERA
252,2011-01-11,1,0,1,20,False,2,True,3,0.16,0.1515,0.93,0.194,0,32,32,NOITE,BAIXA,CHUVA_NEVE_LEVE,PRIMAVERA
253,2011-01-11,1,0,1,21,False,2,True,3,0.16,0.197,0.86,0.0896,0,20,20,NOITE,BAIXA,CHUVA_NEVE_LEVE,PRIMAVERA
254,2011-01-11,1,0,1,22,False,2,True,3,0.16,0.1818,0.93,0.1045,1,28,29,NOITE,BAIXA,CHUVA_NEVE_LEVE,PRIMAVERA
255,2011-01-11,1,0,1,23,False,2,True,3,0.16,0.197,0.93,0.0896,1,18,19,NOITE,BAIXA,CHUVA_NEVE_LEVE,PRIMAVERA
256,2011-01-12,1,0,1,0,False,3,True,2,0.16,0.197,0.86,0.0896,0,7,7,MADRUGADA,BAIXA,NEVOA_NUBLADO,PRIMAVERA
257,2011-01-12,1,0,1,1,False,3,True,2,0.16,0.1818,0.86,0.1045,0,6,6,MADRUGADA,BAIXA,NEVOA_NUBLADO,PRIMAVERA
258,2011-01-12,1,0,1,2,False,3,True,1,0.14,0.1515,0.86,0.1343,0,1,1,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
259,2011-01-12,1,0,1,5,False,3,True,1,0.14,0.1515,0.86,0.1642,0,5,5,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
260,2011-01-12,1,0,1,6,False,3,True,1,0.12,0.1515,0.93,0.1343,0,16,16,MANHA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
261,2011-01-12,1,0,1,7,False,3,True,1,0.14,0.1515,0.69,0.1343,0,54,54,MANHA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
262,2011-01-12,1,0,1,8,False,3,True,1,0.16,0.1667,0.59,0.1642,3,125,128,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
263,2011-01-12,1,0,1,9,False,3,True,1,0.16,0.1364,0.59,0.3284,3,78,81,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
264,2011-01-12,1,0,1,10,False,3,True,1,0.18,0.1818,0.55,0.2239,0,39,39,MANHA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
265,2011-01-12,1,0,1,11,False,3,True,1,0.2,0.1818,0.51,0.3881,3,32,35,MANHA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
266,2011-01-12,1,0,1,12,False,3,True,1,0.2,0.1515,0.47,0.5821,3,52,55,TARDE,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
267,2011-01-12,1,0,1,13,False,3,True,1,0.22,0.197,0.44,0.3582,0,49,49,TARDE,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
268,2011-01-12,1,0,1,14,False,3,True,1,0.2,0.1818,0.47,0.3284,0,44,44,TARDE,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
269,2011-01-12,1,0,1,15,False,3,True,1,0.2,0.1667,0.47,0.4179,1,48,49,TARDE,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
270,2011-01-12,1,0,1,16,False,3,True,1,0.22,0.197,0.44,0.3284,5,63,68,TARDE,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
271,2011-01-12,1,0,1,17,False,3,True,1,0.2,0.1818,0.47,0.3582,0,139,139,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
272,2011-01-12,1,0,1,18,False,3,True,1,0.2,0.1515,0.47,0.5224,2,135,137,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
273,2011-01-12,1,0,1,19,False,3,True,1,0.18,0.1515,0.47,0.4179,1,82,83,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
274,2011-01-12,1,0,1,20,False,3,True,1,0.16,0.1364,0.5,0.3284,2,54,56,NOITE,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
275,2011-01-12,1,0,1,21,False,3,True,1,0.16,0.1364,0.55,0.3284,0,57,57,NOITE,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
276,2011-01-12,1,0,1,22,False,3,True,1,0.16,0.1212,0.55,0.4478,1,32,33,NOITE,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
277,2011-01-12,1,0,1,23,False,3,True,1,0.14,0.1061,0.59,0.4179,1,19,20,NOITE,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
278,2011-01-13,1,0,1,0,False,4,True,1,0.14,0.1212,0.59,0.2836,1,6,7,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
279,2011-01-13,1,0,1,1,False,4,True,1,0.14,0.1212,0.5,0.2836,0,2,2,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
280,2011-01-13,1,0,1,2,False,4,True,1,0.14,0.1212,0.5,0.3582,0,2,2,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
281,2011-01-13,1,0,1,3,False,4,True,1,0.14,0.1212,0.5,0.3284,0,3,3,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
282,2011-01-13,1,0,1,4,False,4,True,1,0.14,0.1212,0.5,0.2537,0,4,4,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
283,2011-01-13,1,0,1,5,False,4,True,1,0.14,0.1212,0.5,0.2985,0,3,3,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
284,2011-01-13,1,0,1,6,False,4,True,1,0.12,0.1515,0.54,0.1343,0,28,28,MANHA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
285,2011-01-13,1,0,1,7,False,4,True,1,0.12,0.1515,0.54,0.1343,0,72,72,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
286,2011-01-13,1,0,1,8,False,4,True,1,0.14,0.1364,0.5,0.194,5,197,202,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
287,2011-01-13,1,0,1,9,False,4,True,1,0.14,0.1212,0.5,0.3284,2,137,139,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
288,2011-01-13,1,0,1,10,False,4,True,2,0.16,0.1364,0.5,0.3582,2,36,38,MANHA,BAIXA,NEVOA_NUBLADO,PRIMAVERA
289,2011-01-13,1,0,1,11,False,4,True,2,0.2,0.1667,0.44,0.4478,4,33,37,MANHA,BAIXA,NEVOA_NUBLADO,PRIMAVERA
290,2011-01-13,1,0,1,12,False,4,True,1,0.2,0.1667,0.44,0.4179,3,49,52,TARDE,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
291,2011-01-13,1,0,1,13,False,4,True,1,0.22,0.197,0.41,0.4478,2,81,83,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
292,2011-01-13,1,0,1,14,False,4,True,1,0.22,0.197,0.41,0.3881,3,39,42,TARDE,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
293,2011-01-13,1,0,1,15,False,4,True,1,0.24,0.2121,0.38,0.2985,5,55,60,TARDE,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
294,2011-01-13,1,0,1,16,False,4,True,1,0.24,0.2121,0.38,0.3582,2,76,78,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
295,2011-01-13,1,0,1,17,False,4,True,1,0.2,0.1818,0.4,0.2836,4,158,162,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
296,2011-01-13,1,0,1,18,False,4,True,1,0.2,0.1818,0.4,0.3284,3,141,144,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
297,2011-01-13,1,0,1,19,False,4,True,1,0.16,0.1515,0.47,0.2537,1,98,99,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
298,2011-01-13,1,0,1,20,False,4,True,1,0.16,0.1515,0.47,0.2239,0,64,64,NOITE,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
299,2011-01-13,1,0,1,21,False,4,True,1,0.14,0.1212,0.46,0.2985,0,40,40,NOITE,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
300,2011-01-13,1,0,1,22,False,4,True,1,0.14,0.1212,0.46,0.3284,0,30,30,NOITE,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
301,2011-01-13,1,0,1,23,False,4,True,1,0.12,0.1364,0.5,0.194,1,14,15,NOITE,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
302,2011-01-14,1,0,1,0,False,5,True,1,0.12,0.1364,0.5,0.194,0,14,14,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
303,2011-01-14,1,0,1,1,False,5,True,1,0.1,0.1212,0.54,0.1642,0,5,5,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
304,2011-01-14,1,0,1,2,False,5,True,1,0.1,0.1212,0.54,0.1343,0,1,1,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
305,2011-01-14,1,0,1,3,False,5,True,1,0.1,0.1364,0.54,0.1045,0,1,1,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
306,2011-01-14,1,0,1,5,False,5,True,1,0.1,0.1364,0.54,0.0896,0,8,8,MADRUGADA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
307,2011-01-14,1,0,1,6,False,5,True,1,0.1,0.1818,0.54,0.0,0,17,17,MANHA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
308,2011-01-14,1,0,1,7,False,5,True,1,0.1,0.1212,0.74,0.1642,0,70,70,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
309,2011-01-14,1,0,1,8,False,5,True,1,0.12,0.1667,0.68,0.0,2,156,158,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
310,2011-01-14,1,0,1,9,False,5,True,1,0.14,0.1515,0.69,0.1343,0,117,117,MANHA,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
311,2011-01-14,1,0,1,10,False,5,True,1,0.18,0.1818,0.55,0.194,4,40,44,MANHA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
312,2011-01-14,1,0,1,11,False,5,True,1,0.18,0.1667,0.51,0.2836,6,47,53,MANHA,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
313,2011-01-14,1,0,1,12,False,5,True,1,0.2,0.197,0.44,0.2537,2,59,61,TARDE,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
314,2011-01-14,1,0,1,13,False,5,True,1,0.22,0.197,0.37,0.3881,4,73,77,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
315,2011-01-14,1,0,1,14,False,5,True,1,0.22,0.2121,0.41,0.2836,5,59,64,TARDE,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
316,2011-01-14,1,0,1,15,False,5,True,1,0.24,0.2424,0.38,0.1642,9,59,68,TARDE,BAIXA,LIMPO_POUCAS_NUVENS,PRIMAVERA
317,2011-01-14,1,0,1,16,False,5,True,1,0.22,0.2424,0.41,0.1045,3,87,90,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
318,2011-01-14,1,0,1,17,False,5,True,1,0.22,0.2273,0.41,0.1642,4,155,159,TARDE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
319,2011-01-14,1,0,1,18,False,5,True,1,0.2,0.2576,0.47,0.0,5,134,139,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
320,2011-01-14,1,0,1,19,False,5,True,1,0.16,0.197,0.59,0.0896,3,89,92,NOITE,MEDIA,LIMPO_POUCAS_NUVENS,PRIMAVERA
